Run Fondo;serie;fecha;periodo;rent_acumulada
9291;APV;2023-06-07;1Y;0.0928
9291;APV;2023-06-07;YTD;0.0395
9291;APV;2023-06-08;1M;0.0056
9291;APV;2023-06-08;3M;0.0159
9291;APV;2023-06-08;6M;0.0436
9291;APV;2023-06-08;1Y;0.0928
9291;APV;2023-06-08;YTD;0.0385
9291;APV;2023-06-09;1M;0.0058
9291;APV;2023-06-09;3M;0.0164
9291;APV;2023-06-09;6M;0.0428
9291;APV;2023-06-09;1Y;0.0929
9291;APV;2023-06-09;YTD;0.0386
9291;APV;2023-06-10;1M;0.0060
9291;APV;2023-06-10;3M;0.0168
9291;APV;2023-06-10;6M;0.0426
9291;APV;2023-06-10;1Y;0.0924
9291;APV;2023-06-10;YTD;0.0388
9291;APV;2023-06-11;1M;0.0062
9291;APV;2023-06-11;3M;0.0169
9291;APV;2023-06-11;6M;0.0424
9291;APV;2023-06-11;1Y;0.0921
9291;APV;2023-06-11;YTD;0.0390
9291;APV;2023-06-12;1M;0.0062
9291;APV;2023-06-12;3M;0.0170
9291;APV;2023-06-12;6M;0.0430
9291;APV;2023-06-12;1Y;0.0919
9291;APV;2023-06-12;YTD;0.0392
9291;APV;2023-06-13;1M;0.0067
9291;APV;2023-06-13;3M;0.0170
9291;APV;2023-06-13;6M;0.0437
9291;APV;2023-06-13;1Y;0.0933
9291;APV;2023-06-13;YTD;0.0401
9291;APV;2023-06-14;1M;0.0066
9291;APV;2023-06-14;3M;0.0172
9291;APV;2023-06-14;6M;0.0434
9291;APV;2023-06-14;1Y;0.0931
9291;APV;2023-06-14;YTD;0.0403
9291;APV;2023-06-15;1M;0.0073
9291;APV;2023-06-15;3M;0.0177
9291;APV;2023-06-15;6M;0.0440
9291;APV;2023-06-15;1Y;0.0925
9291;APV;2023-06-15;YTD;0.0410
9291;APV;2023-06-16;1M;0.0075
9291;APV;2023-06-16;3M;0.0185
9291;APV;2023-06-16;6M;0.0443
9291;APV;2023-06-16;1Y;0.0921
9291;APV;2023-06-16;YTD;0.0415
9291;APV;2023-06-17;1M;0.0076
9291;APV;2023-06-17;3M;0.0185
9291;APV;2023-06-17;6M;0.0441
9291;APV;2023-06-17;1Y;0.0921
9291;APV;2023-06-17;YTD;0.0417
9291;APV;2023-06-18;1M;0.0077
9291;APV;2023-06-18;3M;0.0186
9291;APV;2023-06-18;6M;0.0439
9291;APV;2023-06-18;1Y;0.0919
9291;APV;2023-06-18;YTD;0.0419
9291;APV;2023-06-19;1M;0.0081
9291;APV;2023-06-19;3M;0.0188
9291;APV;2023-06-19;6M;0.0444
9291;APV;2023-06-19;1Y;0.0918
9291;APV;2023-06-19;YTD;0.0423
9291;APV;2023-06-20;1M;0.0086
9291;APV;2023-06-20;3M;0.0190
9291;APV;2023-06-20;6M;0.0452
9291;APV;2023-06-20;1Y;0.0913
9291;APV;2023-06-20;YTD;0.0431
9291;APV;2023-06-21;1M;0.0085
9291;APV;2023-06-21;3M;0.0191
9291;APV;2023-06-21;6M;0.0458
9291;APV;2023-06-21;1Y;0.0911
9291;APV;2023-06-21;YTD;0.0433
9291;APV;2023-06-22;1M;0.0086
9291;APV;2023-06-22;3M;0.0194
9291;APV;2023-06-22;6M;0.0465
9291;APV;2023-06-22;1Y;0.0907
9291;APV;2023-06-22;YTD;0.0437
9291;APV;2023-06-23;1M;0.0088
9291;APV;2023-06-23;3M;0.0188
9291;APV;2023-06-23;6M;0.0465
9291;APV;2023-06-23;1Y;0.0905
9291;APV;2023-06-23;YTD;0.0438
9291;APV;2023-06-24;1M;0.0090
9291;APV;2023-06-24;3M;0.0187
9291;APV;2023-06-24;6M;0.0463
9291;APV;2023-06-24;1Y;0.0902
9291;APV;2023-06-24;YTD;0.0440
9291;APV;2023-06-25;1M;0.0092
9291;APV;2023-06-25;3M;0.0188
9291;APV;2023-06-25;6M;0.0461
9291;APV;2023-06-25;1Y;0.0900
9291;APV;2023-06-25;YTD;0.0442
9291;APV;2023-06-26;1M;0.0093
9291;APV;2023-06-26;3M;0.0189
9291;APV;2023-06-26;6M;0.0461
9291;APV;2023-06-26;1Y;0.0897
9291;APV;2023-06-26;YTD;0.0444
9291;APV;2023-06-27;1M;0.0095
9291;APV;2023-06-27;3M;0.0192
9291;APV;2023-06-27;6M;0.0464
9291;APV;2023-06-27;1Y;0.0899
9291;APV;2023-06-27;YTD;0.0450
9291;APV;2023-06-28;1M;0.0094
9291;APV;2023-06-28;3M;0.0183
9291;APV;2023-06-28;6M;0.0463
9291;APV;2023-06-28;1Y;0.0894
9291;APV;2023-06-28;YTD;0.0452
9291;APV;2023-06-29;1M;0.0094
9291;APV;2023-06-29;3M;0.0186
9291;APV;2023-06-29;6M;0.0459
9291;APV;2023-06-29;1Y;0.0892
9291;APV;2023-06-29;YTD;0.0455
9291;APV;2023-06-30;1M;0.0095
9291;APV;2023-06-30;3M;0.0181
9291;APV;2023-06-30;6M;0.0459
9291;APV;2023-06-30;1Y;0.0887
9291;APV;2023-06-30;YTD;0.0459
9291;APV;2023-07-01;1M;0.0085
9291;APV;2023-07-01;3M;0.0185
9291;APV;2023-07-01;6M;0.0453
9291;APV;2023-07-01;1Y;0.0882
9291;APV;2023-07-01;YTD;0.0461
9291;APV;2023-07-02;1M;0.0080
9291;APV;2023-07-02;3M;0.0186
9291;APV;2023-07-02;6M;0.0451
9291;APV;2023-07-02;1Y;0.0880
9291;APV;2023-07-02;YTD;0.0463
9291;APV;2023-07-03;1M;0.0081
9291;APV;2023-07-03;3M;0.0182
9291;APV;2023-07-03;6M;0.0451
9291;APV;2023-07-03;1Y;0.0880
9291;APV;2023-07-03;YTD;0.0467
9291;APV;2023-07-04;1M;0.0079
9291;APV;2023-07-04;3M;0.0181
9291;APV;2023-07-04;6M;0.0440
9291;APV;2023-07-04;1Y;0.0879
9291;APV;2023-07-04;YTD;0.0468
9291;APV;2023-07-05;1M;0.0076
9291;APV;2023-07-05;3M;0.0184
9291;APV;2023-07-05;6M;0.0432
9291;APV;2023-07-05;1Y;0.0866
9291;APV;2023-07-05;YTD;0.0470
9291;APV;2023-07-06;1M;0.0077
9291;APV;2023-07-06;3M;0.0173
9291;APV;2023-07-06;6M;0.0432
9291;APV;2023-07-06;1Y;0.0859
9291;APV;2023-07-06;YTD;0.0470
9291;APV;2023-07-07;1M;0.0064
9291;APV;2023-07-07;3M;0.0165
9291;APV;2023-07-07;6M;0.0420
9291;APV;2023-07-07;1Y;0.0838
9291;APV;2023-07-07;YTD;0.0462
9291;APV;2023-07-08;1M;0.0076
9291;APV;2023-07-08;3M;0.0166
9291;APV;2023-07-08;6M;0.0418
9291;APV;2023-07-08;1Y;0.0842
9291;APV;2023-07-08;YTD;0.0464
9291;APV;2023-07-09;1M;0.0077
9291;APV;2023-07-09;3M;0.0167
9291;APV;2023-07-09;6M;0.0411
9291;APV;2023-07-09;1Y;0.0840
9291;APV;2023-07-09;YTD;0.0466
9291;APV;2023-07-10;1M;0.0073
9291;APV;2023-07-10;3M;0.0164
9291;APV;2023-07-10;6M;0.0408
9291;APV;2023-07-10;1Y;0.0834
9291;APV;2023-07-10;YTD;0.0464
9291;APV;2023-07-11;1M;0.0075
9291;APV;2023-07-11;3M;0.0168
9291;APV;2023-07-11;6M;0.0405
9291;APV;2023-07-11;1Y;0.0816
9291;APV;2023-07-11;YTD;0.0468
9291;APV;2023-07-12;1M;0.0070
9291;APV;2023-07-12;3M;0.0166
9291;APV;2023-07-12;6M;0.0392
9291;APV;2023-07-12;1Y;0.0804
9291;APV;2023-07-12;YTD;0.0465
9291;APV;2023-07-13;1M;0.0074
9291;APV;2023-07-13;3M;0.0181
9291;APV;2023-07-13;6M;0.0406
9291;APV;2023-07-13;1Y;0.0790
9291;APV;2023-07-13;YTD;0.0478
9291;APV;2023-07-14;1M;0.0071
9291;APV;2023-07-14;3M;0.0181
9291;APV;2023-07-14;6M;0.0403
9291;APV;2023-07-14;1Y;0.0792
9291;APV;2023-07-14;YTD;0.0477
9291;APV;2023-07-15;1M;0.0066
9291;APV;2023-07-15;3M;0.0179
9291;APV;2023-07-15;6M;0.0403
9291;APV;2023-07-15;1Y;0.0797
9291;APV;2023-07-15;YTD;0.0479
9291;APV;2023-07-16;1M;0.0063
9291;APV;2023-07-16;3M;0.0176
9291;APV;2023-07-16;6M;0.0397
9291;APV;2023-07-16;1Y;0.0796
9291;APV;2023-07-16;YTD;0.0481
9291;APV;2023-07-17;1M;0.0074
9291;APV;2023-07-17;3M;0.0190
9291;APV;2023-07-17;6M;0.0407
9291;APV;2023-07-17;1Y;0.0806
9291;APV;2023-07-17;YTD;0.0495
9291;APV;2023-07-18;1M;0.0073
9291;APV;2023-07-18;3M;0.0191
9291;APV;2023-07-18;6M;0.0409
9291;APV;2023-07-18;1Y;0.0797
9291;APV;2023-07-18;YTD;0.0496
9291;APV;2023-07-19;1M;0.0073
9291;APV;2023-07-19;3M;0.0194
9291;APV;2023-07-19;6M;0.0408
9291;APV;2023-07-19;1Y;0.0803
9291;APV;2023-07-19;YTD;0.0499
9291;APV;2023-07-20;1M;0.0066
9291;APV;2023-07-20;3M;0.0195
9291;APV;2023-07-20;6M;0.0406
9291;APV;2023-07-20;1Y;0.0807
9291;APV;2023-07-20;YTD;0.0500
9291;APV;2023-07-21;1M;0.0066
9291;APV;2023-07-21;3M;0.0195
9291;APV;2023-07-21;6M;0.0406
9291;APV;2023-07-21;1Y;0.0806
9291;APV;2023-07-21;YTD;0.0502
9291;APV;2023-07-22;1M;0.0064
9291;APV;2023-07-22;3M;0.0193
9291;APV;2023-07-22;6M;0.0406
9291;APV;2023-07-22;1Y;0.0792
9291;APV;2023-07-22;YTD;0.0504
9291;APV;2023-07-23;1M;0.0065
9291;APV;2023-07-23;3M;0.0191
9291;APV;2023-07-23;6M;0.0403
9291;APV;2023-07-23;1Y;0.0791
9291;APV;2023-07-23;YTD;0.0506
9291;APV;2023-07-24;1M;0.0065
9291;APV;2023-07-24;3M;0.0197
9291;APV;2023-07-24;6M;0.0406
9291;APV;2023-07-24;1Y;0.0790
9291;APV;2023-07-24;YTD;0.0508
9291;APV;2023-07-25;1M;0.0067
9291;APV;2023-07-25;3M;0.0197
9291;APV;2023-07-25;6M;0.0407
9291;APV;2023-07-25;1Y;0.0786
9291;APV;2023-07-25;YTD;0.0513
9291;APV;2023-07-26;1M;0.0069
9291;APV;2023-07-26;3M;0.0199
9291;APV;2023-07-26;6M;0.0409
9291;APV;2023-07-26;1Y;0.0792
9291;APV;2023-07-26;YTD;0.0517
9291;APV;2023-07-27;1M;0.0066
9291;APV;2023-07-27;3M;0.0200
9291;APV;2023-07-27;6M;0.0408
9291;APV;2023-07-27;1Y;0.0806
9291;APV;2023-07-27;YTD;0.0519
9291;APV;2023-07-28;1M;0.0076
9291;APV;2023-07-28;3M;0.0210
9291;APV;2023-07-28;6M;0.0418
9291;APV;2023-07-28;1Y;0.0815
9291;APV;2023-07-28;YTD;0.0531
9291;APV;2023-07-29;1M;0.0075
9291;APV;2023-07-29;3M;0.0208
9291;APV;2023-07-29;6M;0.0418
9291;APV;2023-07-29;1Y;0.0812
9291;APV;2023-07-29;YTD;0.0534
9291;APV;2023-07-30;1M;0.0073
9291;APV;2023-07-30;3M;0.0206
9291;APV;2023-07-30;6M;0.0414
9291;APV;2023-07-30;1Y;0.0811
9291;APV;2023-07-30;YTD;0.0536
9291;APV;2023-07-31;1M;0.0095
9291;APV;2023-07-31;3M;0.0228
9291;APV;2023-07-31;6M;0.0437
9291;APV;2023-07-31;1Y;0.0831
9291;APV;2023-07-31;YTD;0.0559
8941;APV;2023-01-31;1M;0.0123
8941;APV;2023-01-31;3M;0.0260
8941;APV;2023-01-31;6M;0.0401
8941;APV;2023-01-31;1Y;0.1238
8941;APV;2023-01-31;YTD;0.0127
8941;APV;2023-02-01;1M;0.0119
8941;APV;2023-02-01;3M;0.0256
8941;APV;2023-02-01;6M;0.0405
8941;APV;2023-02-01;1Y;0.1232
8941;APV;2023-02-01;YTD;0.0127
8941;APV;2023-02-02;1M;0.0117
8941;APV;2023-02-02;3M;0.0249
8941;APV;2023-02-02;6M;0.0404
8941;APV;2023-02-02;1Y;0.1241
8941;APV;2023-02-02;YTD;0.0129
8941;APV;2023-02-03;1M;0.0115
8941;APV;2023-02-03;3M;0.0244
8941;APV;2023-02-03;6M;0.0404
8941;APV;2023-02-03;1Y;0.1243
8941;APV;2023-02-03;YTD;0.0130
8941;APV;2023-02-04;1M;0.0106
8941;APV;2023-02-04;3M;0.0242
8941;APV;2023-02-04;6M;0.0417
8941;APV;2023-02-04;1Y;0.1241
8941;APV;2023-02-04;YTD;0.0132
8941;APV;2023-02-05;1M;0.0094
8941;APV;2023-02-05;3M;0.0240
8941;APV;2023-02-05;6M;0.0418
8941;APV;2023-02-05;1Y;0.1240
8941;APV;2023-02-05;YTD;0.0134
8941;APV;2023-02-06;1M;0.0096
8941;APV;2023-02-06;3M;0.0242
8941;APV;2023-02-06;6M;0.0421
8941;APV;2023-02-06;1Y;0.1243
8941;APV;2023-02-06;YTD;0.0140
8941;APV;2023-02-07;1M;0.0096
8941;APV;2023-02-07;3M;0.0239
8941;APV;2023-02-07;6M;0.0422
8941;APV;2023-02-07;1Y;0.1251
8941;APV;2023-02-07;YTD;0.0144
8941;APV;2023-02-08;1M;0.0106
8941;APV;2023-02-08;3M;0.0274
8941;APV;2023-02-08;6M;0.0428
8941;APV;2023-02-08;1Y;0.1218
8941;APV;2023-02-08;YTD;0.0157
8941;APV;2023-02-09;1M;0.0090
8941;APV;2023-02-09;3M;0.0266
8941;APV;2023-02-09;6M;0.0434
8941;APV;2023-02-09;1Y;0.1228
8941;APV;2023-02-09;YTD;0.0160
8941;APV;2023-02-10;1M;0.0097
8941;APV;2023-02-10;3M;0.0264
8941;APV;2023-02-10;6M;0.0435
8941;APV;2023-02-10;1Y;0.1220
8941;APV;2023-02-10;YTD;0.0162
8941;APV;2023-02-11;1M;0.0090
8941;APV;2023-02-11;3M;0.0263
8941;APV;2023-02-11;6M;0.0450
8941;APV;2023-02-11;1Y;0.1232
8941;APV;2023-02-11;YTD;0.0165
8941;APV;2023-02-12;1M;0.0086
8941;APV;2023-02-12;3M;0.0263
8941;APV;2023-02-12;6M;0.0450
8941;APV;2023-02-12;1Y;0.1231
8941;APV;2023-02-12;YTD;0.0168
8941;APV;2023-02-13;1M;0.0084
8941;APV;2023-02-13;3M;0.0260
8941;APV;2023-02-13;6M;0.0445
8941;APV;2023-02-13;1Y;0.1227
8941;APV;2023-02-13;YTD;0.0168
8941;APV;2023-02-14;1M;0.0087
8941;APV;2023-02-14;3M;0.0261
8941;APV;2023-02-14;6M;0.0446
8941;APV;2023-02-14;1Y;0.1215
8941;APV;2023-02-14;YTD;0.0173
8941;APV;2023-02-15;1M;0.0088
8941;APV;2023-02-15;3M;0.0265
8941;APV;2023-02-15;6M;0.0445
8941;APV;2023-02-15;1Y;0.1221
8941;APV;2023-02-15;YTD;0.0176
8941;APV;2023-02-16;1M;0.0080
8941;APV;2023-02-16;3M;0.0261
8941;APV;2023-02-16;6M;0.0466
8941;APV;2023-02-16;1Y;0.1226
8941;APV;2023-02-16;YTD;0.0181
8941;APV;2023-02-17;1M;0.0079
8941;APV;2023-02-17;3M;0.0261
8941;APV;2023-02-17;6M;0.0483
8941;APV;2023-02-17;1Y;0.1232
8941;APV;2023-02-17;YTD;0.0185
8941;APV;2023-02-18;1M;0.0080
8941;APV;2023-02-18;3M;0.0259
8941;APV;2023-02-18;6M;0.0482
8941;APV;2023-02-18;1Y;0.1232
8941;APV;2023-02-18;YTD;0.0188
8941;APV;2023-02-19;1M;0.0082
8941;APV;2023-02-19;3M;0.0259
8941;APV;2023-02-19;6M;0.0491
8941;APV;2023-02-19;1Y;0.1231
8941;APV;2023-02-19;YTD;0.0191
8941;APV;2023-02-20;1M;0.0079
8941;APV;2023-02-20;3M;0.0257
8941;APV;2023-02-20;6M;0.0487
8941;APV;2023-02-20;1Y;0.1228
8941;APV;2023-02-20;YTD;0.0192
8941;APV;2023-02-21;1M;0.0081
8941;APV;2023-02-21;3M;0.0250
8941;APV;2023-02-21;6M;0.0486
8941;APV;2023-02-21;1Y;0.1234
8941;APV;2023-02-21;YTD;0.0196
8941;APV;2023-02-22;1M;0.0082
8941;APV;2023-02-22;3M;0.0255
8941;APV;2023-02-22;6M;0.0488
8941;APV;2023-02-22;1Y;0.1232
8941;APV;2023-02-22;YTD;0.0199
8941;APV;2023-02-23;1M;0.0082
8941;APV;2023-02-23;3M;0.0266
8941;APV;2023-02-23;6M;0.0485
8941;APV;2023-02-23;1Y;0.1212
8941;APV;2023-02-23;YTD;0.0202
8941;APV;2023-02-24;1M;0.0096
8941;APV;2023-02-24;3M;0.0285
8941;APV;2023-02-24;6M;0.0485
8941;APV;2023-02-24;1Y;0.1206
8941;APV;2023-02-24;YTD;0.0209
8941;APV;2023-02-25;1M;0.0097
8941;APV;2023-02-25;3M;0.0288
8941;APV;2023-02-25;6M;0.0488
8941;APV;2023-02-25;1Y;0.1209
8941;APV;2023-02-25;YTD;0.0212
8941;APV;2023-02-26;1M;0.0099
8941;APV;2023-02-26;3M;0.0288
8941;APV;2023-02-26;6M;0.0486
8941;APV;2023-02-26;1Y;0.1208
8941;APV;2023-02-26;YTD;0.0215
8941;APV;2023-02-27;1M;0.0105
8941;APV;2023-02-27;3M;0.0295
8941;APV;2023-02-27;6M;0.0491
8941;APV;2023-02-27;1Y;0.1214
8941;APV;2023-02-27;YTD;0.0225
8941;APV;2023-02-28;1M;0.0101
8941;APV;2023-02-28;3M;0.0293
8941;APV;2023-02-28;6M;0.0485
8941;APV;2023-02-28;1Y;0.1219
8941;APV;2023-02-28;YTD;0.0224
8941;APV;2023-03-01;1M;0.0098
8941;APV;2023-03-01;3M;0.0287
8941;APV;2023-03-01;6M;0.0498
8941;APV;2023-03-01;1Y;0.1204
8941;APV;2023-03-01;YTD;0.0226
8941;APV;2023-03-02;1M;0.0100
8941;APV;2023-03-02;3M;0.0294
8941;APV;2023-03-02;6M;0.0491
8941;APV;2023-03-02;1Y;0.1199
8941;APV;2023-03-02;YTD;0.0231
8941;APV;2023-03-03;1M;0.0101
8941;APV;2023-03-03;3M;0.0293
8941;APV;2023-03-03;6M;0.0488
8941;APV;2023-03-03;1Y;0.1202
8941;APV;2023-03-03;YTD;0.0233
8941;APV;2023-03-04;1M;0.0102
8941;APV;2023-03-04;3M;0.0293
8941;APV;2023-03-04;6M;0.0486
8941;APV;2023-03-04;1Y;0.1195
8941;APV;2023-03-04;YTD;0.0236
8941;APV;2023-03-05;1M;0.0104
8941;APV;2023-03-05;3M;0.0297
8941;APV;2023-03-05;6M;0.0482
8941;APV;2023-03-05;1Y;0.1194
8941;APV;2023-03-05;YTD;0.0239
8941;APV;2023-03-06;1M;0.0097
8941;APV;2023-03-06;3M;0.0296
8941;APV;2023-03-06;6M;0.0485
8941;APV;2023-03-06;1Y;0.1190
8941;APV;2023-03-06;YTD;0.0239
8941;APV;2023-03-07;1M;0.0095
8941;APV;2023-03-07;3M;0.0282
8941;APV;2023-03-07;6M;0.0496
8941;APV;2023-03-07;1Y;0.1152
8941;APV;2023-03-07;YTD;0.0241
8941;APV;2023-03-08;1M;0.0071
8941;APV;2023-03-08;3M;0.0267
8941;APV;2023-03-08;6M;0.0479
8941;APV;2023-03-08;1Y;0.1134
8941;APV;2023-03-08;YTD;0.0229
8941;APV;2023-03-09;1M;0.0063
8941;APV;2023-03-09;3M;0.0251
8941;APV;2023-03-09;6M;0.0468
8941;APV;2023-03-09;1Y;0.1111
8941;APV;2023-03-09;YTD;0.0224
8941;APV;2023-03-10;1M;0.0061
8941;APV;2023-03-10;3M;0.0247
8941;APV;2023-03-10;6M;0.0464
8941;APV;2023-03-10;1Y;0.1116
8941;APV;2023-03-10;YTD;0.0224
8941;APV;2023-03-11;1M;0.0059
8941;APV;2023-03-11;3M;0.0244
8941;APV;2023-03-11;6M;0.0461
8941;APV;2023-03-11;1Y;0.1120
8941;APV;2023-03-11;YTD;0.0225
8941;APV;2023-03-12;1M;0.0057
8941;APV;2023-03-12;3M;0.0246
8941;APV;2023-03-12;6M;0.0461
8941;APV;2023-03-12;1Y;0.1120
8941;APV;2023-03-12;YTD;0.0226
8941;APV;2023-03-13;1M;0.0065
8941;APV;2023-03-13;3M;0.0250
8941;APV;2023-03-13;6M;0.0463
8941;APV;2023-03-13;1Y;0.1127
8941;APV;2023-03-13;YTD;0.0235
8941;APV;2023-03-14;1M;0.0062
8941;APV;2023-03-14;3M;0.0255
8941;APV;2023-03-14;6M;0.0470
8941;APV;2023-03-14;1Y;0.1126
8941;APV;2023-03-14;YTD;0.0237
8941;APV;2023-03-15;1M;0.0061
8941;APV;2023-03-15;3M;0.0261
8941;APV;2023-03-15;6M;0.0477
8941;APV;2023-03-15;1Y;0.1141
8941;APV;2023-03-15;YTD;0.0239
8941;APV;2023-03-16;1M;0.0056
8941;APV;2023-03-16;3M;0.0259
8941;APV;2023-03-16;6M;0.0472
8941;APV;2023-03-16;1Y;0.1137
8941;APV;2023-03-16;YTD;0.0238
8941;APV;2023-03-17;1M;0.0053
8941;APV;2023-03-17;3M;0.0256
8941;APV;2023-03-17;6M;0.0468
8941;APV;2023-03-17;1Y;0.1140
8941;APV;2023-03-17;YTD;0.0239
8941;APV;2023-03-18;1M;0.0051
8941;APV;2023-03-18;3M;0.0253
8941;APV;2023-03-18;6M;0.0465
8941;APV;2023-03-18;1Y;0.1131
8941;APV;2023-03-18;YTD;0.0240
8941;APV;2023-03-19;1M;0.0049
8941;APV;2023-03-19;3M;0.0252
8941;APV;2023-03-19;6M;0.0462
8941;APV;2023-03-19;1Y;0.1131
8941;APV;2023-03-19;YTD;0.0241
8941;APV;2023-03-20;1M;0.0053
8941;APV;2023-03-20;3M;0.0248
8941;APV;2023-03-20;6M;0.0460
8941;APV;2023-03-20;1Y;0.1135
8941;APV;2023-03-20;YTD;0.0246
8941;APV;2023-03-21;1M;0.0047
8941;APV;2023-03-21;3M;0.0249
8941;APV;2023-03-21;6M;0.0460
8941;APV;2023-03-21;1Y;0.1126
8941;APV;2023-03-21;YTD;0.0244
8941;APV;2023-03-22;1M;0.0043
8941;APV;2023-03-22;3M;0.0251
8941;APV;2023-03-22;6M;0.0456
8941;APV;2023-03-22;1Y;0.1115
8941;APV;2023-03-22;YTD;0.0243
8941;APV;2023-03-23;1M;0.0045
8941;APV;2023-03-23;3M;0.0259
8941;APV;2023-03-23;6M;0.0461
8941;APV;2023-03-23;1Y;0.1113
8941;APV;2023-03-23;YTD;0.0248
8941;APV;2023-03-24;1M;0.0043
8941;APV;2023-03-24;3M;0.0260
8941;APV;2023-03-24;6M;0.0462
8941;APV;2023-03-24;1Y;0.1113
8941;APV;2023-03-24;YTD;0.0253
8941;APV;2023-03-25;1M;0.0041
8941;APV;2023-03-25;3M;0.0257
8941;APV;2023-03-25;6M;0.0459
8941;APV;2023-03-25;1Y;0.1108
8941;APV;2023-03-25;YTD;0.0254
8941;APV;2023-03-26;1M;0.0039
8941;APV;2023-03-26;3M;0.0256
8941;APV;2023-03-26;6M;0.0473
8941;APV;2023-03-26;1Y;0.1108
8941;APV;2023-03-26;YTD;0.0255
8941;APV;2023-03-27;1M;0.0029
8941;APV;2023-03-27;3M;0.0258
8941;APV;2023-03-27;6M;0.0474
8941;APV;2023-03-27;1Y;0.1107
8941;APV;2023-03-27;YTD;0.0255
8941;APV;2023-03-28;1M;0.0040
8941;APV;2023-03-28;3M;0.0272
8941;APV;2023-03-28;6M;0.0503
8941;APV;2023-03-28;1Y;0.1121
8941;APV;2023-03-28;YTD;0.0265
8941;APV;2023-03-29;1M;0.0038
8941;APV;2023-03-29;3M;0.0267
8941;APV;2023-03-29;6M;0.0501
8941;APV;2023-03-29;1Y;0.1122
8941;APV;2023-03-29;YTD;0.0263
8941;APV;2023-03-30;1M;0.0045
8941;APV;2023-03-30;3M;0.0270
8941;APV;2023-03-30;6M;0.0508
8941;APV;2023-03-30;1Y;0.1140
8941;APV;2023-03-30;YTD;0.0270
8941;APV;2023-03-31;1M;0.0045
8941;APV;2023-03-31;3M;0.0266
8941;APV;2023-03-31;6M;0.0508
8941;APV;2023-03-31;1Y;0.1137
8941;APV;2023-03-31;YTD;0.0270
8941;APV;2023-04-01;1M;0.0044
8941;APV;2023-04-01;3M;0.0263
8941;APV;2023-04-01;6M;0.0505
8941;APV;2023-04-01;1Y;0.1145
8941;APV;2023-04-01;YTD;0.0272
8941;APV;2023-04-02;1M;0.0041
8941;APV;2023-04-02;3M;0.0260
8941;APV;2023-04-02;6M;0.0502
8941;APV;2023-04-02;1Y;0.1145
8941;APV;2023-04-02;YTD;0.0273
8941;APV;2023-04-03;1M;0.0049
8941;APV;2023-04-03;3M;0.0267
8941;APV;2023-04-03;6M;0.0509
8941;APV;2023-04-03;1Y;0.1155
8941;APV;2023-04-03;YTD;0.0283
8941;APV;2023-04-04;1M;0.0051
8941;APV;2023-04-04;3M;0.0261
8941;APV;2023-04-04;6M;0.0511
8941;APV;2023-04-04;1Y;0.1147
8941;APV;2023-04-04;YTD;0.0288
8941;APV;2023-04-05;1M;0.0045
8941;APV;2023-04-05;3M;0.0245
8941;APV;2023-04-05;6M;0.0511
8941;APV;2023-04-05;1Y;0.1137
8941;APV;2023-04-05;YTD;0.0285
8941;APV;2023-04-06;1M;0.0053
8941;APV;2023-04-06;3M;0.0249
8941;APV;2023-04-06;6M;0.0525
8941;APV;2023-04-06;1Y;0.1136
8941;APV;2023-04-06;YTD;0.0293
8941;APV;2023-04-07;1M;0.0052
8941;APV;2023-04-07;3M;0.0246
8941;APV;2023-04-07;6M;0.0525
8941;APV;2023-04-07;1Y;0.1131
8941;APV;2023-04-07;YTD;0.0294
8941;APV;2023-04-08;1M;0.0064
8941;APV;2023-04-08;3M;0.0243
8941;APV;2023-04-08;6M;0.0521
8941;APV;2023-04-08;1Y;0.1089
8941;APV;2023-04-08;YTD;0.0295
8941;APV;2023-04-09;1M;0.0070
8941;APV;2023-04-09;3M;0.0225
8941;APV;2023-04-09;6M;0.0517
8941;APV;2023-04-09;1Y;0.1089
8941;APV;2023-04-09;YTD;0.0296
8941;APV;2023-04-10;1M;0.0070
8941;APV;2023-04-10;3M;0.0231
8941;APV;2023-04-10;6M;0.0512
8941;APV;2023-04-10;1Y;0.1083
8941;APV;2023-04-10;YTD;0.0296
8941;APV;2023-04-11;1M;0.0069
8941;APV;2023-04-11;3M;0.0220
8941;APV;2023-04-11;6M;0.0511
8941;APV;2023-04-11;1Y;0.1061
8941;APV;2023-04-11;YTD;0.0296
8941;APV;2023-04-12;1M;0.0064
8941;APV;2023-04-12;3M;0.0209
8941;APV;2023-04-12;6M;0.0515
8941;APV;2023-04-12;1Y;0.1046
8941;APV;2023-04-12;YTD;0.0292
8941;APV;2023-04-13;1M;0.0059
8941;APV;2023-04-13;3M;0.0210
8941;APV;2023-04-13;6M;0.0516
8941;APV;2023-04-13;1Y;0.1020
8941;APV;2023-04-13;YTD;0.0295
8941;APV;2023-04-14;1M;0.0059
8941;APV;2023-04-14;3M;0.0210
8941;APV;2023-04-14;6M;0.0513
8941;APV;2023-04-14;1Y;0.1011
8941;APV;2023-04-14;YTD;0.0297
8941;APV;2023-04-15;1M;0.0061
8941;APV;2023-04-15;3M;0.0212
8941;APV;2023-04-15;6M;0.0513
8941;APV;2023-04-15;1Y;0.1010
8941;APV;2023-04-15;YTD;0.0301
8941;APV;2023-04-16;1M;0.0066
8941;APV;2023-04-16;3M;0.0204
8941;APV;2023-04-16;6M;0.0513
8941;APV;2023-04-16;1Y;0.1009
8941;APV;2023-04-16;YTD;0.0305
